Temperature_C,Humidity,Soil_Moisture,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Soil_pH,Irrigation_Need
25.81,44.07,14.71,1593.95,10.44,5.21,5.55,Low
37.27,69.41,55.38,1996.79,8.14,0.84,5.55,Medium
17.44,52.35,31.69,2141.92,7.49,15.59,5.34,Low
26.67,63.14,15.57,2355.7,7.54,9.61,5.71,Medium
35.4,94.28,45.06,1673.54,10.36,2.93,6.02,Low
27.73,80.03,48.05,2238.78,9.22,15.57,7.77,Low
29.49,25.88,32.72,2142.33,10.0,4.52,7.66,Low
23.61,41.2,10.48,580.49,10.73,11.82,7.55,Low
38.42,58.29,37.18,2323.99,10.16,13.14,7.65,Medium
13.64,62.9,15.15,1900.5,6.33,15.76,7.1,Medium
39.93,58.09,26.04,169.34,9.84,5.43,5.54,Medium
24.19,55.16,54.7,1718.28,6.91,15.41,5.87,Low
39.21,48.38,8.74,1110.11,6.41,10.34,5.81,Medium
27.76,92.73,61.09,2041.96,5.42,2.38,6.8,Low
14.89,92.47,34.15,2137.53,7.82,14.86,5.58,Low
12.99,71.26,29.44,1049.29,5.88,2.67,6.63,Low
17.41,42.41,21.04,1891.39,6.09,7.2,6.31,Medium
37.71,86.05,16.79,1911.35,6.54,5.34,7.64,Medium
20.6,90.8,47.71,2294.54,7.56,15.92,8.1,Low
18.65,35.85,39.96,599.1,4.9,10.95,5.41,Low
12.7,32.51,27.23,1531.23,4.15,15.99,8.09,Medium
40.2,55.09,54.49,334.68,9.01,3.08,7.37,Low
41.82,78.36,11.29,117.09,10.59,16.32,6.76,High
31.21,30.92,61.05,1643.57,9.54,11.89,5.68,Low
40.0,44.01,12.66,81.6,9.78,9.4,7.49,Medium
18.28,88.92,29.77,1956.35,6.21,13.83,7.84,Low
35.23,50.92,10.46,1214.95,10.29,16.67,6.89,High
32.89,44.98,28.97,434.5,5.73,5.04,6.16,Low
40.47,91.11,44.05,1086.71,10.27,8.75,8.19,Low
12.25,39.82,47.29,822.35,7.01,2.92,6.17,Low
33.71,62.71,45.85,1277.62,5.49,10.77,6.46,Low
33.85,86.33,36.48,829.06,10.83,16.24,4.91,Medium
40.4,54.8,10.08,1658.2,9.29,19.05,5.61,Medium
24.04,43.86,59.94,387.89,6.24,11.58,5.28,Low
21.58,76.82,29.91,113.79,8.26,4.62,5.78,Low
29.61,59.68,32.7,169.94,8.31,12.19,5.38,Low
35.68,69.17,49.19,252.3,10.57,3.77,7.27,Medium
28.0,71.54,19.24,247.37,9.39,1.39,6.86,Medium
39.81,30.4,30.52,1096.72,8.58,5.07,4.85,Medium
24.77,62.0,13.01,674.19,8.52,10.24,7.16,Medium
23.95,25.73,8.87,712.9,10.67,15.02,6.1,Medium
19.3,69.84,24.24,1695.14,7.01,16.81,7.0,Medium
24.02,87.33,59.63,1035.46,4.64,16.71,8.11,Medium
32.02,50.18,63.75,769.19,6.16,7.72,6.96,Low
39.25,35.28,16.29,993.19,6.19,2.84,6.7,Medium
15.22,27.92,62.16,2220.32,6.13,16.17,7.84,Low
21.31,43.45,59.62,296.37,9.61,19.74,4.89,Medium
28.15,48.25,33.33,262.35,6.99,12.49,5.52,Low
37.22,43.32,12.75,306.26,8.9,11.44,5.96,Medium
31.09,37.9,12.58,544.26,10.26,0.61,6.53,Medium
21.36,76.47,26.51,2375.8,10.47,18.07,6.62,Low
14.43,28.9,56.5,1812.82,6.79,6.49,5.29,Low
34.39,62.14,22.03,2121.36,9.8,17.87,7.92,High
34.44,44.64,10.29,1831.02,5.78,1.17,7.16,Low
24.86,35.78,34.4,179.49,6.98,1.84,4.97,Low
38.2,73.36,27.86,1768.89,4.48,2.86,5.76,Low
15.77,81.18,48.33,629.05,8.95,2.34,6.01,Low
30.57,25.21,43.28,1521.79,10.01,9.45,4.99,Medium
19.95,47.22,9.2,132.1,7.56,13.07,4.96,High
22.35,87.74,50.47,1945.76,6.99,3.78,6.78,Low
19.44,89.32,46.06,2287.31,6.17,2.93,5.25,Low
12.32,57.97,42.55,1022.15,8.32,8.57,5.27,Low
24.71,75.85,64.36,2407.09,8.8,9.17,6.56,Low
13.19,49.48,11.68,1156.26,7.91,14.2,4.84,Medium
40.63,82.3,31.37,808.84,9.62,4.45,6.71,Medium
32.54,33.94,29.76,1262.82,8.0,7.92,6.88,Medium
21.74,94.56,60.27,1970.72,7.2,1.8,5.68,Low
24.97,77.14,22.92,2409.57,6.46,9.09,4.98,Low
31.82,31.3,54.17,1925.84,8.16,14.94,4.95,Medium
18.37,92.05,46.83,493.24,8.99,9.43,7.37,Low
41.58,57.45,9.35,336.31,4.45,1.59,8.12,Medium
29.99,80.08,53.52,161.67,10.59,7.3,5.08,Low
12.56,70.05,40.27,803.09,4.81,15.13,5.79,Low
12.85,90.89,22.65,974.65,7.58,3.09,7.2,Medium
38.25,91.32,21.0,635.01,9.06,14.49,6.27,Medium
12.91,94.05,14.29,128.81,8.71,19.85,6.08,Medium
21.44,46.83,41.54,158.91,6.44,13.31,7.77,Medium
34.47,28.79,11.16,439.91,5.29,1.56,6.35,Medium
14.12,67.98,30.51,995.29,4.96,15.94,5.24,Low
34.67,26.09,46.11,2272.27,9.07,18.02,6.89,Medium
23.5,28.03,57.58,2180.44,4.02,12.49,5.94,Low
31.7,55.52,47.15,411.5,9.29,16.15,5.73,Low
22.23,34.58,28.38,459.02,10.84,14.45,6.09,Low
36.96,41.58,32.25,852.09,4.74,18.79,6.19,Medium
15.84,65.47,24.2,831.77,5.98,10.28,5.5,Low
26.86,62.04,36.86,888.28,10.24,2.65,5.95,Low
38.81,70.85,50.75,2079.94,6.49,11.37,5.63,Low
21.09,84.99,34.52,1106.28,5.86,19.97,6.07,Medium
33.19,53.2,52.63,2381.54,7.82,1.36,7.48,Low
13.24,70.5,59.94,390.81,10.31,17.53,7.15,Medium
24.04,62.36,55.12,2054.28,4.6,7.79,6.19,Low
30.83,25.18,60.75,212.0,7.31,19.65,7.3,Medium
17.58,48.29,60.66,2401.47,10.57,15.04,5.92,Low
36.1,56.7,10.53,1132.79,5.73,16.39,7.06,Medium
35.16,87.03,29.18,2433.06,9.32,13.9,5.18,Low
16.83,90.83,11.29,1018.38,5.49,10.6,5.68,Medium
33.55,88.86,58.0,950.7,6.55,12.71,7.37,Medium
39.77,94.56,22.43,2104.07,6.7,11.18,5.17,Medium
40.17,69.15,32.36,2052.63,9.83,15.88,6.57,Medium
30.3,45.36,43.74,1231.82,5.19,19.08,5.66,Medium
20.64,86.84,34.32,1674.79,4.07,6.45,6.54,Low
15.92,70.0,8.66,2325.87,4.75,8.21,5.98,Low
27.24,74.14,35.66,147.09,6.27,19.24,6.58,Medium
30.25,47.36,18.5,1837.81,6.44,3.77,4.86,Medium
34.31,31.13,45.44,179.71,6.3,9.13,5.86,Low
12.67,55.07,54.78,123.43,9.59,5.93,7.3,Medium
15.99,84.72,10.65,791.04,5.17,3.84,5.79,Medium
19.15,37.53,22.37,796.73,10.48,14.41,6.97,Medium
22.37,88.67,52.71,1751.67,10.01,1.56,5.7,Low
30.61,62.46,62.59,411.02,5.11,5.04,5.26,Low
39.01,74.65,21.75,1536.57,7.32,9.04,7.03,Medium
27.06,64.52,37.34,600.59,5.84,19.97,6.68,Low
37.25,63.37,55.41,422.21,7.3,16.3,7.04,Medium
20.81,63.46,10.02,1177.34,6.19,15.85,7.89,Medium
14.17,27.18,24.77,113.68,9.98,3.83,6.15,Medium
18.0,38.61,19.67,1653.35,10.17,6.09,5.24,Low
17.38,35.66,16.39,1102.66,8.82,13.84,5.77,Medium
14.64,69.91,45.18,380.22,9.74,19.63,6.22,Low
12.68,84.41,58.83,666.07,9.22,18.94,7.26,Medium
31.29,41.74,36.42,1445.01,9.67,11.26,4.93,Low
24.19,73.03,52.34,1193.52,4.44,6.48,7.25,Low
18.17,29.74,46.15,753.63,8.51,8.84,5.05,Low
34.14,86.94,19.32,46.1,8.67,11.39,5.31,Medium
21.63,81.88,24.05,122.24,10.22,5.42,7.52,Medium
26.4,44.13,20.76,772.08,6.88,8.71,7.02,Low
24.57,86.92,36.11,630.29,6.13,5.55,5.36,Low
13.06,65.71,51.43,787.41,8.37,18.5,8.15,Low
18.3,28.49,55.69,2273.2,10.72,13.46,5.51,Low
27.52,45.73,63.38,1041.79,5.42,1.04,6.41,Low
14.43,94.23,60.49,1265.48,4.41,12.56,4.97,Low
40.48,83.98,55.09,2017.92,7.59,14.62,6.21,Low
34.47,87.19,41.91,900.75,8.43,17.15,7.49,Medium
38.95,48.91,21.49,648.99,8.53,19.36,5.42,High
18.59,89.86,64.84,829.33,8.48,12.8,7.68,Medium
28.62,94.47,57.33,396.86,8.78,8.02,8.05,Low
17.37,68.24,16.4,499.49,5.71,19.23,6.9,Low
12.75,92.57,47.84,1356.96,8.71,16.78,6.18,Medium
37.18,66.36,59.47,98.21,10.09,7.83,6.67,Medium
36.0,48.72,18.09,2146.34,8.29,8.11,5.28,Medium
24.18,26.7,62.57,1953.99,4.65,9.44,6.22,Low
27.0,76.53,37.66,1468.02,7.81,4.65,6.38,Low
21.99,37.04,52.54,295.07,5.76,3.88,8.13,Medium
18.64,90.69,26.76,860.81,8.19,16.71,6.06,Medium
39.89,31.5,64.57,1890.64,6.75,13.82,6.94,Medium
21.31,63.62,58.64,691.98,10.23,19.15,6.12,Low
41.6,39.89,32.97,485.79,5.25,0.68,7.37,Low
22.82,35.61,33.13,665.99,6.24,18.82,6.58,Low
25.74,47.38,27.77,1013.8,7.15,7.72,6.16,Low
26.79,73.7,64.94,852.67,10.76,14.4,7.34,Low
30.73,69.79,62.95,205.99,6.33,3.78,5.81,Low
16.83,64.67,58.85,107.92,4.07,5.07,5.67,Medium
28.88,42.7,64.03,967.82,8.61,12.15,8.09,Low
34.65,60.28,46.83,1044.4,8.09,4.96,6.92,Medium
40.74,72.5,48.62,1339.93,7.38,16.82,6.27,Low
40.17,71.11,55.52,1813.77,6.37,1.11,7.18,Low
16.03,53.69,23.35,2183.55,5.97,4.24,6.61,Low
35.68,56.8,40.95,1912.76,5.05,2.22,6.36,Low
20.6,75.79,37.6,661.35,7.56,6.43,8.2,Low
24.15,87.38,12.7,1862.32,6.61,10.74,6.02,Low
38.94,39.12,56.29,2270.36,7.12,8.8,6.0,Low
27.95,58.03,13.91,1466.05,10.56,16.83,5.77,Low
23.61,41.26,58.34,2099.66,9.1,17.55,6.9,Low
22.71,48.32,13.91,117.29,6.73,17.23,6.94,Medium
21.43,56.55,39.68,413.65,6.25,3.55,7.24,Low
21.9,31.19,36.48,1167.7,4.01,1.97,6.14,Low
38.59,47.9,29.59,478.03,4.0,14.02,6.61,Low
40.27,33.22,50.42,799.89,10.58,1.6,7.62,Low
32.62,60.12,43.47,1315.51,5.24,5.82,7.16,Low
18.22,52.95,26.23,1506.94,9.54,2.22,7.45,Low
26.08,67.6,57.62,743.81,9.1,15.55,6.0,Low
22.31,59.2,55.79,473.8,5.38,4.85,7.28,Low
14.46,29.85,29.32,650.71,5.9,11.28,8.19,Low
27.91,88.08,9.24,1655.19,9.16,13.75,6.13,Medium
13.47,92.61,62.56,1878.63,7.68,15.95,6.2,Low
25.71,72.82,41.48,1253.31,4.17,2.8,6.2,Low
20.03,76.52,20.32,1352.41,6.59,0.66,5.38,Low
18.17,53.53,46.53,1298.14,7.09,3.95,6.06,Low
27.57,50.52,18.69,1792.96,9.59,8.37,5.04,Medium
14.35,28.45,61.05,193.99,6.81,11.77,7.66,Medium
21.41,45.45,64.14,1325.23,7.63,8.78,6.55,Low
18.04,71.59,10.57,1291.0,7.01,4.1,5.69,Medium
13.7,59.14,31.56,2231.97,8.44,4.24,7.98,Low
31.48,51.34,9.23,1337.27,10.39,15.27,5.57,Medium
17.6,79.64,8.46,428.76,7.15,2.31,5.07,Medium
14.28,57.54,34.58,585.57,9.95,9.49,5.68,Low
30.67,56.38,41.63,281.79,9.0,14.15,7.88,Medium
14.85,72.87,52.38,714.17,8.64,6.03,6.15,Low
34.58,35.07,29.67,2209.68,7.9,17.52,6.37,Medium
32.69,50.96,22.36,685.9,7.67,2.74,5.24,Medium
30.48,85.93,55.92,299.7,5.79,19.85,4.81,Medium
12.98,60.16,14.16,1381.34,8.47,9.03,7.98,Low
25.82,94.71,48.38,823.95,10.15,3.65,5.02,Low
19.11,94.64,12.89,1774.39,4.63,15.97,8.12,Medium
13.79,68.21,42.68,1246.11,4.37,4.79,7.03,Low
32.33,34.09,15.9,2071.47,5.71,10.68,4.91,Medium
19.43,28.77,49.86,1133.15,7.02,2.99,7.17,Low
41.82,34.17,38.42,1901.92,10.44,10.63,5.51,Medium
15.05,91.23,20.67,185.54,7.25,1.17,5.58,High
30.84,47.06,46.18,554.77,8.76,5.49,7.25,Low
21.6,54.6,17.28,450.38,4.47,19.53,8.14,Low
36.07,63.29,43.5,1355.46,6.49,6.31,6.85,Low
21.93,93.1,19.06,1848.99,4.39,9.83,7.84,Medium
37.47,32.06,37.4,1322.47,4.72,0.92,6.71,Medium
37.04,73.0,54.52,155.54,4.0,11.98,7.24,High
18.62,38.81,57.15,330.65,6.29,14.42,7.27,Low
31.1,63.45,47.98,231.7,6.05,3.24,5.67,Medium
16.89,58.82,22.55,248.88,6.86,14.64,7.97,High
40.49,44.79,24.98,613.2,7.26,16.85,6.54,High
30.04,27.65,45.16,361.36,4.32,0.7,6.92,Low
27.24,62.04,19.2,227.92,4.53,9.36,7.31,Medium
19.75,50.07,59.53,488.34,10.68,7.38,7.84,Low
37.13,79.71,24.68,2032.66,9.32,12.06,7.98,Medium
23.9,56.69,22.42,2143.54,6.22,6.68,5.06,Low
38.6,41.97,45.13,1149.56,4.14,16.0,6.28,Low
15.96,56.41,25.47,1763.64,7.36,3.64,8.14,Low
28.74,39.66,40.85,2366.98,8.87,7.48,5.86,Low
24.08,46.64,49.63,2449.42,7.11,0.95,6.23,Low
35.23,63.47,9.23,1795.03,9.36,0.82,5.75,Medium
14.87,80.98,16.1,1072.91,9.72,10.28,7.09,Medium
20.03,94.29,8.98,1026.21,9.67,12.62,7.97,Medium
15.74,87.49,57.47,1208.68,5.52,14.51,6.17,Medium
12.1,48.05,25.12,7.67,4.27,4.6,7.31,Medium
25.62,93.51,43.27,1985.08,7.79,16.35,5.96,Low
33.87,65.8,52.37,789.83,9.54,10.5,6.68,Medium
17.89,84.34,55.13,1877.15,5.85,17.16,7.77,Medium
20.11,72.59,51.92,1532.05,8.74,19.85,8.05,Low
15.92,25.07,40.6,420.3,9.6,3.84,5.84,Low
38.02,83.25,39.95,2274.93,4.78,4.11,5.93,Low
31.46,69.47,30.99,1806.31,7.72,4.56,6.33,Low
17.34,80.32,49.53,1799.34,7.31,14.96,7.39,Medium
29.71,49.21,20.28,961.04,6.59,19.62,5.26,Medium
26.66,56.65,20.49,1750.59,5.96,3.43,5.17,Low
14.86,58.98,58.58,537.1,8.8,19.36,8.02,Medium
19.49,79.13,43.91,2254.78,11.0,2.52,6.26,Low
12.62,61.9,64.8,406.82,9.92,7.27,6.11,Low
37.39,50.58,57.65,1385.08,5.33,5.13,5.5,Low
36.18,28.05,12.13,1582.61,10.61,14.98,6.13,Medium
25.41,42.86,37.09,950.69,8.63,3.08,8.11,Low
26.81,55.63,40.72,563.43,9.59,9.1,4.95,Low
30.89,65.33,17.32,1574.38,7.51,5.25,6.81,Low
31.09,91.27,26.79,385.72,4.96,15.97,7.24,Low
21.41,84.87,28.93,1840.84,5.75,6.27,7.53,Low
33.38,72.88,10.48,1000.55,8.89,3.03,7.59,Medium
32.91,73.47,52.58,1449.61,5.69,15.95,7.1,Low
36.4,29.74,30.39,245.32,5.15,7.06,7.34,Medium
26.51,88.73,8.75,884.03,10.14,1.48,5.93,Low
35.61,83.41,22.04,503.84,4.38,2.07,6.3,Low
14.58,35.44,58.44,1947.43,10.35,7.83,5.85,Low
16.59,76.88,36.73,2476.03,10.34,1.8,5.42,Low
25.21,68.14,23.89,1919.37,10.19,1.79,7.73,Low
16.58,82.06,19.32,2434.03,7.21,17.98,6.08,Medium
29.98,36.98,63.84,1656.35,8.96,6.76,7.84,Low
32.34,69.7,31.26,1224.81,8.88,2.13,5.52,Low
33.93,42.61,51.32,325.72,9.09,18.17,7.22,Low
13.86,93.71,26.34,2118.55,6.65,17.31,7.27,Low
30.93,73.53,63.78,38.96,8.57,17.15,5.11,High
12.6,68.56,53.12,2218.63,4.88,10.49,6.38,Low
31.55,36.47,61.02,2202.53,6.52,13.01,7.03,Medium
38.57,72.89,20.38,1632.48,8.53,14.79,4.88,Medium
34.84,77.67,52.13,901.88,6.95,6.28,6.78,Low
15.21,31.96,11.79,1297.22,9.1,14.26,7.58,Medium
37.39,69.52,45.92,493.91,10.93,7.52,6.84,Low
34.64,44.25,32.55,1488.05,9.68,15.02,7.27,Low
26.95,43.53,58.8,1584.84,10.25,7.86,6.03,Low
34.25,85.99,46.33,1388.73,5.05,10.77,6.96,Low
29.41,87.7,26.9,2007.72,5.16,7.07,6.54,Low
15.15,26.73,33.06,795.12,10.26,8.8,4.91,Low
28.87,60.28,54.62,510.29,9.16,12.27,8.01,Low
18.45,83.02,25.79,180.62,10.59,11.22,4.87,Medium
34.56,61.94,28.32,890.44,9.65,17.28,7.3,Medium
13.65,47.5,44.46,1090.83,4.67,0.56,8.1,Low
20.68,91.34,60.79,881.67,8.93,4.86,5.43,Low
14.22,36.51,14.52,2415.77,9.52,3.58,7.2,Medium
36.34,85.9,12.98,902.83,5.25,16.52,6.7,High
26.62,57.47,63.1,904.55,9.72,14.71,4.89,Low
30.27,83.65,39.89,315.34,8.59,1.43,7.17,Low
30.14,37.43,59.54,1145.4,6.87,5.06,5.21,Low
21.98,88.17,34.97,1872.39,7.78,7.77,6.2,Low
34.91,40.09,39.66,22.52,5.02,18.88,6.16,Medium
17.85,89.05,51.97,336.75,6.58,10.45,5.82,Low
18.98,38.16,29.88,1982.56,6.34,2.63,6.9,Low
22.24,37.36,27.82,2259.5,7.52,15.49,6.39,Medium
12.02,49.51,49.0,1336.32,8.13,4.79,5.97,Low
37.01,45.81,48.48,2064.72,8.65,9.52,4.8,Low
40.57,71.96,12.44,765.07,6.81,11.21,5.9,Medium
14.86,81.27,34.98,306.29,8.23,7.89,7.84,Low
16.49,27.21,10.56,774.26,4.45,12.81,5.41,Low
18.68,83.58,44.7,1476.36,6.05,18.46,5.5,Medium
30.68,41.61,52.81,1002.26,9.78,7.98,5.14,Low
19.77,34.59,53.86,2103.58,8.25,4.43,4.84,Low
15.8,74.91,45.63,1589.75,6.72,11.86,8.14,Low
19.68,60.0,52.04,394.23,6.18,1.0,6.25,Low
36.85,63.83,42.03,49.48,4.46,15.71,5.9,High
25.6,56.68,63.48,1200.56,10.82,18.51,5.36,Medium
16.84,67.48,48.79,2101.17,6.89,5.36,6.49,Low
20.11,79.68,36.22,941.8,10.81,15.08,7.45,Low
22.96,69.6,16.84,1641.61,8.13,11.36,7.24,Medium
29.39,34.47,15.15,2310.19,5.27,5.59,6.7,Low
39.42,31.17,51.41,2248.79,9.8,13.91,7.11,Low
24.18,27.92,55.79,1130.92,6.07,18.57,7.92,Low
17.06,79.0,15.36,1493.02,6.88,8.05,5.28,Low
31.09,47.13,8.87,2304.27,4.82,19.48,5.09,Medium
17.76,40.61,21.23,1594.0,10.59,17.41,5.76,Medium
23.58,56.16,18.66,2120.0,4.19,15.35,4.93,Medium
19.63,61.61,55.24,1170.76,6.06,6.8,7.21,Low
26.29,94.31,49.29,453.17,6.0,3.91,5.87,Low
16.26,79.97,21.72,1831.62,7.3,16.42,5.6,Medium
37.91,90.55,10.76,2093.64,10.14,14.5,6.76,Medium
18.82,38.53,13.48,716.1,10.21,13.56,7.66,Medium
40.04,61.08,33.39,175.7,4.05,6.91,6.6,Medium
34.03,50.22,15.08,1885.32,5.12,6.18,6.77,Low
34.84,26.92,47.07,2197.58,9.43,6.7,5.23,Low
23.45,60.81,55.45,1068.47,10.75,17.03,5.69,Low
35.3,48.12,59.88,928.21,10.88,7.72,8.15,Low
38.47,38.36,30.14,57.79,5.92,6.63,7.47,Medium
17.39,91.28,11.54,6.76,10.39,12.75,7.84,High
15.04,41.07,21.63,783.86,8.06,7.93,7.49,Low
19.4,88.37,41.97,72.09,4.73,9.4,5.89,Medium
30.36,66.25,28.59,1863.65,4.15,13.17,5.02,Medium
17.85,48.03,47.1,1319.28,9.57,19.83,7.4,Low
21.32,27.62,53.92,421.14,6.96,8.77,4.93,Low
32.02,61.15,11.83,1925.37,4.15,13.39,8.13,Medium
17.31,62.15,36.71,924.24,10.51,15.59,6.27,Low
22.67,78.31,41.89,130.92,10.61,17.65,7.91,Medium
23.05,61.49,41.55,1974.82,8.81,14.88,6.4,Low
41.68,28.63,24.08,2175.18,4.32,9.66,6.59,Low
41.47,40.72,43.65,2390.49,8.81,4.62,7.55,Low
34.11,51.06,49.01,1152.99,5.92,4.07,4.89,Low
32.99,34.28,49.83,2175.16,9.43,8.19,7.88,Low
38.31,36.29,29.4,1488.15,7.2,10.52,6.81,Medium
15.61,41.62,56.3,749.37,6.67,10.85,6.45,Low
30.96,61.19,28.6,2136.37,8.74,12.25,7.85,Low
16.4,60.17,61.45,20.53,4.45,3.42,6.63,Medium
35.2,85.24,60.31,2390.17,6.87,6.11,7.63,Low
29.37,84.54,35.34,786.27,8.31,18.38,7.5,Low
24.39,72.5,61.27,360.43,10.49,19.09,6.15,Low
23.04,93.85,60.29,1728.6,5.58,19.33,7.63,Low
36.79,48.7,53.14,1121.47,9.19,0.58,5.9,Medium
26.14,42.72,45.86,1602.52,7.62,15.13,6.12,Low
12.29,42.92,34.28,2211.0,10.35,0.57,4.86,Low
20.09,75.2,48.85,2006.22,9.29,1.94,6.05,Low
32.78,67.72,51.84,2066.61,6.3,13.72,6.37,Medium
38.93,47.31,60.05,2480.47,7.14,6.99,8.19,Low
22.13,60.06,48.76,509.53,6.39,7.99,5.63,Low
33.1,55.85,9.88,85.21,6.02,13.21,7.73,High
37.76,72.2,47.58,988.18,7.79,9.51,5.44,Low
36.9,30.3,58.63,2066.24,9.88,16.82,5.53,Low
16.88,51.13,44.98,2054.06,4.09,1.29,6.24,Low
18.88,48.66,53.2,2405.91,10.15,11.45,6.8,Low
19.62,77.74,14.06,1309.23,9.31,3.98,7.12,Low
13.19,53.81,48.0,662.1,8.17,8.58,5.51,Low
37.54,50.86,30.04,1111.2,9.14,3.95,5.61,Low
20.92,89.35,36.62,1229.38,5.79,2.84,5.55,Low
38.78,85.9,41.48,1918.66,10.2,18.87,5.67,Medium
23.12,64.1,10.56,1734.02,7.74,19.38,5.78,Low
36.61,44.99,35.4,1748.91,10.23,18.85,7.67,Low
13.98,54.66,61.99,629.52,4.04,1.54,5.62,Low
37.91,85.61,50.52,2014.21,7.54,19.37,7.25,Low
39.84,89.96,14.29,566.38,4.65,1.56,6.35,Medium
39.85,60.38,20.61,2111.57,6.08,10.66,7.1,Medium
32.18,75.35,58.08,492.33,5.7,6.25,7.55,Medium
38.78,31.65,19.85,1483.21,7.23,15.89,6.25,Medium
37.89,76.28,27.55,1929.07,7.32,1.13,7.68,Low
22.19,30.36,56.72,1049.31,5.45,16.81,6.35,Low
19.27,91.16,39.49,2115.28,5.11,9.0,5.07,Low
34.93,92.49,18.08,2000.27,5.88,19.1,5.35,Medium
38.15,54.68,55.58,2107.21,5.66,3.52,8.01,Low
14.14,52.77,23.44,514.85,6.75,1.09,5.89,Low
33.77,89.23,24.47,620.86,9.2,4.87,7.4,Medium
16.35,88.33,50.61,1294.82,8.32,4.58,5.26,Low
37.53,31.25,37.31,2372.58,7.18,2.85,6.02,Low
19.34,68.27,28.27,1158.77,5.29,9.41,5.7,Low
13.42,64.78,58.27,483.31,9.4,13.45,7.91,Low
18.39,62.37,58.28,1711.04,4.61,11.43,5.62,Low
28.48,51.6,17.19,674.65,8.5,11.29,7.4,Medium
38.66,53.0,43.28,2242.58,7.37,1.24,7.17,Low
18.85,65.13,52.07,2129.04,10.46,3.5,7.25,Low
37.68,48.03,52.74,652.32,5.19,9.4,5.89,Low
17.31,92.19,23.33,2116.7,8.11,1.26,7.16,Medium
12.88,42.03,41.29,1169.22,6.44,7.1,8.09,Low
12.96,35.93,49.74,612.63,5.24,4.92,6.41,Low
29.19,39.29,64.86,2159.4,10.06,11.7,4.94,Low
35.83,72.49,26.37,1792.33,4.34,7.41,6.52,Low
24.35,74.69,15.91,1943.15,10.42,3.55,7.2,Medium
17.39,86.23,40.0,654.8,4.42,17.52,6.28,Low
41.31,91.17,50.57,423.94,6.82,15.86,5.5,Low
12.29,25.7,10.81,1914.56,6.23,19.22,6.51,Medium
25.46,54.43,62.68,1262.03,9.62,9.85,5.52,Low
24.94,83.93,51.85,284.35,10.64,4.07,6.01,Medium
34.77,73.4,47.6,831.46,4.06,5.5,5.11,Low
21.18,60.74,12.26,39.07,10.78,9.31,7.57,Medium
18.75,63.53,8.94,1698.06,8.38,1.36,7.01,Low
14.63,78.02,32.91,1125.89,8.48,17.8,7.02,Low
25.5,58.59,8.58,1017.75,7.17,3.67,8.17,Medium
30.05,92.98,46.91,2148.64,5.91,14.38,6.27,Medium
38.78,67.51,43.56,646.12,8.38,19.59,6.65,Low
26.93,44.84,18.8,1674.52,10.69,15.62,6.16,Low
19.9,25.5,35.0,562.54,9.83,5.86,6.12,Low
19.38,49.75,23.98,1922.36,7.95,5.09,8.1,Medium
30.32,44.42,35.43,1479.09,8.25,11.18,5.27,Low
38.64,60.81,48.29,458.53,9.51,1.13,5.55,Low
39.53,89.52,50.14,870.99,9.12,14.1,5.77,Medium
12.48,75.31,22.07,180.31,10.18,17.9,7.04,High
24.28,86.28,51.9,106.91,8.49,11.32,7.11,Medium
17.29,63.85,62.1,1869.64,9.46,9.21,6.59,Low
33.24,46.38,49.44,892.17,6.13,11.41,5.68,Medium
12.72,37.82,11.96,1090.09,4.85,2.21,6.79,Medium
16.67,56.1,44.02,1222.98,9.17,0.53,5.91,Low
35.33,87.54,12.88,581.31,7.81,4.59,7.62,Medium
34.28,32.48,43.73,2166.69,7.63,14.31,7.04,Low
36.27,87.71,56.8,2039.34,5.41,16.28,6.82,Low
38.9,67.25,64.68,1184.68,7.07,5.7,4.99,Low
22.04,57.97,26.27,767.57,4.07,15.57,7.97,Medium
20.9,89.6,56.38,1483.9,4.09,12.58,7.88,Medium
41.15,76.88,30.13,1931.28,6.8,0.94,6.11,Low
40.39,62.13,24.02,313.64,9.45,2.8,6.5,Medium
13.66,63.41,25.84,2170.5,8.58,7.99,4.91,Low
33.64,46.03,54.59,1021.67,8.44,13.99,6.01,Low
26.08,39.53,49.98,576.45,6.24,15.84,6.77,Low
39.1,85.78,51.34,1926.47,5.43,6.94,5.67,Low
40.02,25.95,62.35,1603.98,9.87,19.46,6.28,Low
25.18,50.58,48.65,838.48,7.07,7.24,4.94,Low
26.76,60.66,22.41,1143.3,4.54,2.87,6.83,Medium
24.03,84.29,58.64,168.61,10.76,17.03,5.64,Medium
26.71,54.91,57.2,742.53,9.62,15.85,6.86,Low
36.69,71.57,17.27,550.44,8.77,1.7,5.66,Low
39.44,45.59,50.29,2072.37,4.51,16.76,5.84,Medium
34.45,91.22,20.72,2032.66,7.54,2.04,5.9,Medium
26.36,91.03,25.22,1835.5,7.85,4.53,7.33,Low
27.97,82.56,53.12,1839.85,4.8,18.33,7.89,Low
30.97,54.57,18.16,649.61,4.74,7.31,5.1,Low
20.42,83.59,11.59,1647.67,4.45,5.63,6.69,Medium
29.46,69.28,24.38,1622.18,5.14,9.72,6.53,Medium
14.96,68.7,21.66,1729.94,7.29,3.58,6.76,Medium
22.3,47.57,16.48,1320.27,7.22,9.91,6.09,Medium
20.44,85.13,60.55,1162.62,10.78,8.14,5.95,Low
